mssv,email,name,birthday
21127886,student886@unihub.edu.vn,Hoang Anh Yen,06012003
21127887,student887@unihub.edu.vn,Nguyen Minh Tung,04122005
21127888,student888@unihub.edu.vn,Do Hoang Xuan,19102001
21127889,student889@unihub.edu.vn,Vu Duc Hanh,20102005
21127890,student890@unihub.edu.vn,Nguyen Thi Giang,27082001
21127891,student891@unihub.edu.vn,Do Hoang Quan,28082000
21127892,student892@unihub.edu.vn,Vu Anh Binh,28012004
21127893,student893@unihub.edu.vn,Hoang Hoang Quan,17122004
21127894,student894@unihub.edu.vn,Phan Minh Hanh,06012003
21127895,student895@unihub.edu.vn,Tran Thi Dung,26092003
21127896,student896@unihub.edu.vn,Vu Minh Phuc,01062001
21127897,student897@unihub.edu.vn,Do Anh Khanh,08022003
21127898,student898@unihub.edu.vn,Nguyen Minh An,05022003
21127899,student899@unihub.edu.vn,Tran Phuong Dung,01102002
21127900,student900@unihub.edu.vn,Dang Van Uyen,22112003
21127901,student901@unihub.edu.vn,Tran Anh Yen,24042002
21127902,student902@unihub.edu.vn,Nguyen Minh Binh,01062003
21127903,student903@unihub.edu.vn,Do Thanh Em,07032004
21127904,student904@unihub.edu.vn,Do Phuong Dung,26092002
21127905,student905@unihub.edu.vn,Nguyen Phuong Son,18032000
21127906,student906@unihub.edu.vn,Vu Phuong Son,19122001
21127907,student907@unihub.edu.vn,Nguyen Van Phuc,27102003
21127908,student908@unihub.edu.vn,Do Gia Phong,10122000
21127909,student909@unihub.edu.vn,Le Van Tung,23112004
21127910,student910@unihub.edu.vn,Dang Anh Ri,22112005
21127911,student911@unihub.edu.vn,Hoang Hoang Binh,26022005
21127912,student912@unihub.edu.vn,Hoang Phuong Nam,07092005
21127913,student913@unihub.edu.vn,Pham Minh An,05092004
21127914,student914@unihub.edu.vn,Nguyen Quoc An,03102003
21127915,student915@unihub.edu.vn,Bui Gia Tung,25092004
21127916,student916@unihub.edu.vn,Bui Phuong Binh,09112004
21127917,student917@unihub.edu.vn,Vu Minh Dung,13102005
21127918,student918@unihub.edu.vn,Dang Anh Oanh,11122004
21127919,student919@unihub.edu.vn,Tran Phuong Quan,16072004
21127920,student920@unihub.edu.vn,Vu Thanh Khanh,24092003
21127921,student921@unihub.edu.vn,Bui Gia Uyen,07102002
21127922,student922@unihub.edu.vn,Bui Minh Lam,18072002
21127923,student923@unihub.edu.vn,Phan Minh Yen,26112002
21127924,student924@unihub.edu.vn,Hoang Quoc Ri,19012005
21127925,student925@unihub.edu.vn,Phan Thi Oanh,25012002
21127926,student926@unihub.edu.vn,Do Van Khanh,27062000
21127927,student927@unihub.edu.vn,Phan Anh Giang,09082003
21127928,student928@unihub.edu.vn,Do Gia Em,28052001
21127929,student929@unihub.edu.vn,Do Van Cuong,20042000
21127930,student930@unihub.edu.vn,Do Gia Minh,24022002
21127931,student931@unihub.edu.vn,Bui Thi Vinh,03052002
21127932,student932@unihub.edu.vn,Pham Duc Giang,22032003
21127933,student933@unihub.edu.vn,Phan Quoc Oanh,17032003
21127934,student934@unihub.edu.vn,Pham Gia Tung,24072004
21127935,student935@unihub.edu.vn,Bui Duc Cuong,07122002
21127936,student936@unihub.edu.vn,Hoang Quoc Lam,28032004
21127937,student937@unihub.edu.vn,Pham Quoc Phuc,24102002
21127938,student938@unihub.edu.vn,Do Van Xuan,28032002
21127939,student939@unihub.edu.vn,Nguyen Van Xuan,03052001
21127940,student940@unihub.edu.vn,Vu Duc Ien,26112003
21127941,student941@unihub.edu.vn,Vu Gia Minh,25052000
21127942,student942@unihub.edu.vn,Hoang Gia Ri,14012005
21127943,student943@unihub.edu.vn,Bui Thi Tung,09012004
21127944,student944@unihub.edu.vn,Nguyen Phuong Minh,25012001
21127945,student945@unihub.edu.vn,Tran Hoang Nam,27092003
21127946,student946@unihub.edu.vn,Nguyen Minh Quan,03082000
21127947,student947@unihub.edu.vn,Hoang Minh Nam,12012001
21127948,student948@unihub.edu.vn,Nguyen Thanh Giang,16062005
21127949,student949@unihub.edu.vn,Phan Duc Giang,21082004
21127950,student950@unihub.edu.vn,Do Van Ri,05082005
21127951,student951@unihub.edu.vn,Bui Quoc Phuc,01122004
21127952,student952@unihub.edu.vn,Nguyen Duc Nam,11042005
21127953,student953@unihub.edu.vn,Phan Gia Tung,13092001
21127954,student954@unihub.edu.vn,Pham Quoc Nam,02122003
21127955,student955@unihub.edu.vn,Le Minh Dung,03052005
21127956,student956@unihub.edu.vn,Hoang Gia Dung,03032003
21127957,student957@unihub.edu.vn,Pham Anh Quan,22122001
21127958,student958@unihub.edu.vn,Nguyen Phuong An,05032004
21127959,student959@unihub.edu.vn,Do Anh Cuong,02122002
21127960,student960@unihub.edu.vn,Le Van Nam,01092004
21127961,student961@unihub.edu.vn,Le Hoang Cuong,15032004
21127962,student962@unihub.edu.vn,Tran Hoang Giang,26112003
21127963,student963@unihub.edu.vn,Vu Minh Giang,01022001
21127964,student964@unihub.edu.vn,Do Quoc Lam,24112001
21127965,student965@unihub.edu.vn,Phan Anh Nam,16052002
21127966,student966@unihub.edu.vn,Le Minh Em,06032000
21127967,student967@unihub.edu.vn,Hoang Thi An,07122005
21127968,student968@unihub.edu.vn,Phan Thi Oanh,26062005
21127969,student969@unihub.edu.vn,Phan Thi Hanh,08112002
21127970,student970@unihub.edu.vn,Pham Duc Uyen,13102004
21127971,student971@unihub.edu.vn,Do Thi Ien,17102005
21127972,student972@unihub.edu.vn,Vu Gia An,25102004
21127973,student973@unihub.edu.vn,Phan Hoang Ri,11062001
21127974,student974@unihub.edu.vn,Hoang Van Nam,22032005
21127975,student975@unihub.edu.vn,Hoang Anh Cuong,19052000
21127976,student976@unihub.edu.vn,Le Hoang Ri,22062002
21127977,student977@unihub.edu.vn,Pham Hoang Xuan,18012000
21127978,student978@unihub.edu.vn,Bui Quoc Oanh,08112002
21127979,student979@unihub.edu.vn,Vu Phuong Vinh,20042001
21127980,student980@unihub.edu.vn,Bui Duc Em,17022005
21127981,student981@unihub.edu.vn,Hoang Thanh Quan,22112002
21127982,student982@unihub.edu.vn,Dang Quoc Lam,15122003
21127983,student983@unihub.edu.vn,Pham Van Lam,14102001
21127984,student984@unihub.edu.vn,Nguyen Hoang Lam,19022002
21127985,student985@unihub.edu.vn,Dang Duc Cuong,06052005
21127986,student986@unihub.edu.vn,Pham Quoc Oanh,28042001
21127987,student987@unihub.edu.vn,Bui Gia Yen,11032003
21127988,student988@unihub.edu.vn,Dang Gia Phuc,10052001
21127989,student989@unihub.edu.vn,Do Duc Ien,25102000
21127990,student990@unihub.edu.vn,Hoang Thanh Phong,09112004
21127991,student991@unihub.edu.vn,Hoang Quoc Ri,26092003
21127992,student992@unihub.edu.vn,Hoang Minh Tung,14102001
21127993,student993@unihub.edu.vn,Le Gia Son,21012002
21127994,student994@unihub.edu.vn,Hoang Minh Nam,05122000
21127995,student995@unihub.edu.vn,Dang Anh Khanh,11092005
21127996,student996@unihub.edu.vn,Hoang Van Ien,19072001
21127997,student997@unihub.edu.vn,Bui Anh Phuc,09112003
21127998,student998@unihub.edu.vn,Dang Anh Hanh,24022004
21127999,student999@unihub.edu.vn,Bui Van Uyen,04032001
21128000,student1000@unihub.edu.vn,Do Thanh Minh,09122002
21128001,student1001@unihub.edu.vn,Vu Thanh Giang,03082002
21128002,student1002@unihub.edu.vn,Vu Thanh Tung,07052001
21128003,student1003@unihub.edu.vn,Phan Anh Yen,01122004
21128004,student1004@unihub.edu.vn,Nguyen Thanh Giang,10072005
21128005,student1005@unihub.edu.vn,Nguyen Duc Phong,01042005
